# Tetrahedron method
       -7.5051216383        0.0000000000        0.0000000000
       -7.1796718153        0.0000000000        0.0000000000
       -6.8542219922        0.0000000000        0.0000000000
       -6.5287721692        0.0000000000        0.0000000000
       -6.2033223461        0.0000000000        0.0000000000
       -5.8778725231        0.0000000000        0.0000000000
       -5.5524227001        0.0000000000        0.0000000000
       -5.2269728770        0.0000000000        0.0000000000
       -4.9015230540        0.0000000000        0.0000000000
       -4.5760732309        0.0000000000        0.0000000000
       -4.2506234079        0.0000000000        0.0000000000
       -3.9251735848        0.0000000000        0.0000000000
       -3.5997237618        0.0000000000        0.0000000000
       -3.2742739387        0.0000000000        0.0000000000
       -2.9488241157        0.0000000000        0.0000000000
       -2.6233742926        0.0000000000        0.0000000000
       -2.2979244696        0.0000000000        0.0000000000
       -1.9724746466        0.0242483842        0.0242483842
       -1.6470248235        0.0161370026        0.0161370026
       -1.3215750005        0.0106125231        0.0106125231
       -0.9961251774        0.0101467628        0.0101467628
       -0.6706753544        0.0106332956        0.0106332956
       -0.3452255313        0.0118443963        0.0118443963
       -0.0197757083        0.0130554970        0.0130554970
        0.3056741148        0.0151179829        0.0151179829
        0.6311239378        0.0161947159        0.0161947159
        0.9565737609        0.0164119815        0.0164119815
        1.2820235839        0.0186130814        0.0186130814
        1.6074734069        0.0227965838        0.0227965838
        1.9329232300        0.0274610971        0.0274610971
        2.2583730530        0.0295708544        0.0295708544
        2.5838228761        0.0325151464        0.0325151464
        2.9092726991        0.0337294555        0.0337294555
        3.2347225222        0.0343590222        0.0343590222
        3.5601723452        0.0350905329        0.0350905329
        3.8856221683        0.0344204943        0.0344204943
        4.2110719913        0.0347272902        0.0347272902
        4.5365218144        0.0352123230        0.0352123230
        4.8619716374        0.0359128582        0.0359128582
        5.1874214604        0.0358191799        0.0358191799
        5.5128712835        0.0363682020        0.0363682020
        5.8383211065        0.0371557284        0.0371557284
        6.1637709296        0.0378927479        0.0378927479
        6.4892207526        0.0384899306        0.0384899306
        6.8146705757        0.0391622700        0.0391622700
        7.1401203987        0.0402358127        0.0402358127
        7.4655702218        0.0411917830        0.0411917830
        7.7910200448        0.0420662211        0.0420662211
        8.1164698679        0.0429956463        0.0429956463
        8.4419196909        0.0440239579        0.0440239579
        8.7673695139        0.0450863292        0.0450863292
        9.0928193370        0.0464854155        0.0464854155
        9.4182691600        0.0477630025        0.0477630025
        9.7437189831        0.0492340612        0.0492340612
       10.0691688061        0.0507619652        0.0507619652
       10.3946186292        0.0522402808        0.0522402808
       10.7200684522        0.0542015366        0.0542015366
       11.0455182753        0.0563626058        0.0563626058
       11.3709680983        0.0592904304        0.0592904304
       11.6964179214        0.0626573822        0.0626573822
       12.0218677444        0.0668243225        0.0668243225
       12.3473175674        0.0737801898        0.0737801898
       12.6727673905        0.0832976565        0.0832976565
       12.9982172135        0.1379169986        0.1379169986
       13.3236670366        0.0765415335        0.0765415335
       13.6491168596        0.0469640208        0.0469640208
       13.9745666827        0.0381128590        0.0381128590
       14.3000165057        0.0407023905        0.0407023905
       14.6254663288        0.0279537502        0.0279537502
       14.9509161518        0.0275610670        0.0275610670
       15.2763659749        0.0293111692        0.0293111692
       15.6018157979        0.0310091624        0.0310091624
       15.9272656209        0.0449822484        0.0449822484
       16.2527154440        0.0512987578        0.0512987578
       16.5781652670        0.0608193153        0.0608193153
       16.9036150901        0.0692038806        0.0692038806
       17.2290649131        0.0935414108        0.0935414108
       17.5545147362        0.2136041251        0.2136041251
       17.8799645592        0.1566163186        0.1566163186
       18.2054143823        0.1196376561        0.1196376561
       18.5308642053        0.1093355514        0.1093355514
       18.8563140284        0.1036005746        0.1036005746
       19.1817638514        0.0978830620        0.0978830620
       19.5072136744        0.0937081866        0.0937081866
       19.8326634975        0.0866240455        0.0866240455
       20.1581133205        0.0861627416        0.0861627416
       20.4835631436        0.1077412451        0.1077412451
       20.8090129666        0.0736008057        0.0736008057
       21.1344627897        0.0735963721        0.0735963721
       21.4599126127        0.0801780592        0.0801780592
       21.7853624358        0.1022266423        0.1022266423
       22.1108122588        0.0995447079        0.0995447079
       22.4362620819        0.0953447490        0.0953447490
       22.7617119049        0.1132952110        0.1132952110
       23.0871617279        0.0935040041        0.0935040041
       23.4126115510        0.0308020781        0.0308020781
       23.7380613740        0.0637214455        0.0637214455
       24.0635111971        0.1332568840        0.1332568840
       24.3889610201        0.1396346838        0.1396346838
       24.7144108432        0.2200232060        0.2200232060
       25.0398606662        0.0341767932        0.0341767932
       25.3653104893        0.0322340455        0.0322340455
       25.6907603123        0.0308303529        0.0308303529
       26.0162101354        0.0301660576        0.0301660576
       26.3416599584        0.0299001914        0.0299001914
       26.6671097814        0.0291404572        0.0291404572
       26.9925596045        0.0290060100        0.0290060100
       27.3180094275        0.0280127226        0.0280127226
       27.6434592506        0.0277840847        0.0277840847
       27.9689090736        0.0286683293        0.0286683293
       28.2943588967        0.0281582127        0.0281582127
       28.6198087197        0.0254859808        0.0254859808
       28.9452585428        0.0168336103        0.0168336103
       29.2707083658        0.0172920975        0.0172920975
       29.5961581889        0.0177053496        0.0177053496
       29.9216080119        0.0179862726        0.0179862726
       30.2470578349        0.0186775970        0.0186775970
       30.5725076580        0.0190701270        0.0190701270
       30.8979574810        0.0194213493        0.0194213493
       31.2234073041        0.0204365197        0.0204365197
       31.5488571271        0.0211849948        0.0211849948
       31.8743069502        0.0216732888        0.0216732888
       32.1997567732        0.0222907175        0.0222907175
       32.5252065963        0.0229929585        0.0229929585
       32.8506564193        0.0236104637        0.0236104637
       33.1761062424        0.0244331833        0.0244331833
       33.5015560654        0.0256534054        0.0256534054
       33.8270058884        0.0262814160        0.0262814160
       34.1524557115        0.0274948149        0.0274948149
       34.4779055345        0.0280481307        0.0280481307
       34.8033553576        0.0287389591        0.0287389591
       35.1288051806        0.0306601323        0.0306601323
       35.4542550037        0.0315427304        0.0315427304
       35.7797048267        0.0328219920        0.0328219920
       36.1051546498        0.0340224696        0.0340224696
       36.4306044728        0.0360314955        0.0360314955
       36.7560542959        0.0384340328        0.0384340328
       37.0815041189        0.0419597401        0.0419597401
       37.4069539419        0.0488141852        0.0488141852
       37.7324037650        0.0625244184        0.0625244184
       38.0578535880        0.0384288951        0.0384288951
       38.3833034111        0.0309725095        0.0309725095
       38.7087532341        0.0286976436        0.0286976436
       39.0342030572        0.0272566244        0.0272566244
       39.3596528802        0.0297363749        0.0297363749
       39.6851027033        0.0319353080        0.0319353080
       40.0105525263        0.0300568668        0.0300568668
       40.3360023494        0.0237232792        0.0237232792
       40.6614521724        0.0150144685        0.0150144685
       40.9869019954        0.0149902452        0.0149902452
       41.3123518185        0.0183820871        0.0183820871
       41.6378016415        0.0221518355        0.0221518355
       41.9632514646        0.0233735948        0.0233735948
       42.2887012876        0.0267187101        0.0267187101
       42.6141511107        0.0307354175        0.0307354175
       42.9396009337        0.0366532995        0.0366532995
       43.2650507568        0.0528544556        0.0528544556
       43.5905005798        0.0489967250        0.0489967250
       43.9159504029        0.0426054544        0.0426054544
       44.2414002259        0.0398462706        0.0398462706
       44.5668500489        0.0389215923        0.0389215923
       44.8922998720        0.0413079251        0.0413079251
       45.2177496950        0.2069846700        0.2069846700
       45.5431995181        0.2392265856        0.2392265856
       45.8686493411        0.2074901184        0.2074901184
       46.1940991642        0.1660875457        0.1660875457
       46.5195489872        0.1433067538        0.1433067538
       46.8449988103        0.1183399497        0.1183399497
       47.1704486333        0.1038058403        0.1038058403
       47.4958984564        0.0949909164        0.0949909164
       47.8213482794        0.0883342378        0.0883342378
       48.1467981024        0.0846480048        0.0846480048
       48.4722479255        0.0811670155        0.0811670155
       48.7976977485        0.0778788503        0.0778788503
       49.1231475716        0.0776402269        0.0776402269
       49.4485973946        0.0760278000        0.0760278000
       49.7740472177        0.0750393367        0.0750393367
       50.0994970407        0.0741163114        0.0741163114
       50.4249468638        0.0777242586        0.0777242586
       50.7503966868        0.0778593188        0.0778593188
       51.0758465099        0.0803090940        0.0803090940
       51.4012963329        0.0890997184        0.0890997184
       51.7267461559        0.1206510848        0.1206510848
       52.0521959790        0.1718515993        0.1718515993
       52.3776458020        0.0000000000        0.0000000000
       52.7030956251        0.0000000000        0.0000000000
       53.0285454481        0.0000000000        0.0000000000
       53.3539952712        0.0000000000        0.0000000000
       53.6794450942        0.0000000000        0.0000000000
       54.0048949173        0.0000000000        0.0000000000
       54.3303447403        0.0000000000        0.0000000000
       54.6557945634        0.0000000000        0.0000000000
       54.9812443864        0.0000000000        0.0000000000
       55.3066942094        0.0000000000        0.0000000000
       55.6321440325        0.0000000000        0.0000000000
       55.9575938555        0.0000000000        0.0000000000
       56.2830436786        0.0000000000        0.0000000000
       56.6084935016        0.0000000000        0.0000000000
       56.9339433247        0.0000000000        0.0000000000
       57.2593931477        0.0000000000        0.0000000000
       57.5848429708        0.0000000000        0.0000000000
